Date,EnergyPrice
29/08/2018,68.52
30/08/2018,56.53
31/08/2018,63.42
1/09/2018,60.44
2/09/2018,56.25
3/09/2018,66.76
4/09/2018,66.37
5/09/2018,69.61
6/09/2018,68.91
7/09/2018,63.84
8/09/2018,63.14
9/09/2018,56.52
10/09/2018,67.68
11/09/2018,68.81
12/09/2018,72.88
13/09/2018,72.31
14/09/2018,65.07
15/09/2018,59.21
16/09/2018,51.37
17/09/2018,64.96
18/09/2018,62.22
19/09/2018,59.08
20/09/2018,60.33
21/09/2018,56.8
22/09/2018,57.03
23/09/2018,57.87
24/09/2018,54.33
25/09/2018,71.27
26/09/2018,65.69
27/09/2018,66.89
28/09/2018,62.25
29/09/2018,66.86
30/09/2018,64.77
1/10/2018,61.28
2/10/2018,57.83
3/10/2018,64.61
4/10/2018,64.73
5/10/2018,62.14
6/10/2018,59.46
7/10/2018,54.86
8/10/2018,62.74
9/10/2018,70.1
10/10/2018,65
11/10/2018,60.49
12/10/2018,57.2
13/10/2018,56.35
14/10/2018,53.26
15/10/2018,70.73
16/10/2018,70.56
17/10/2018,69.71
18/10/2018,61.97
19/10/2018,66.62
20/10/2018,59.48
21/10/2018,58.03
22/10/2018,57.85
23/10/2018,56.87
24/10/2018,55.75
25/10/2018,54.96
26/10/2018,58.61
27/10/2018,54.12
28/10/2018,49.96
29/10/2018,52.43
30/10/2018,55.45
31/10/2018,55.43
1/11/2018,52.2
2/11/2018,56.51
3/11/2018,52.47
4/11/2018,53.06
5/11/2018,60.81
6/11/2018,60.57
7/11/2018,57.4
8/11/2018,63.31
9/11/2018,61.09
10/11/2018,62.09
11/11/2018,59.4
12/11/2018,66.5
13/11/2018,62.68
14/11/2018,63.55
15/11/2018,64.98
16/11/2018,67.34
17/11/2018,58.21
19/11/2018,55.97
20/11/2018,53.26
21/11/2018,65.74
22/11/2018,84.09
23/11/2018,78.83
24/11/2018,67.42
25/11/2018,55.94
26/11/2018,78.63
27/11/2018,74.74
28/11/2018,54.26
29/11/2018,57.93
30/11/2018,58.43
2/12/2018,54.94
3/12/2018,57.94
4/12/2018,64.9
5/12/2018,59.32
6/12/2018,57.53
7/12/2018,50.93
8/12/2018,52.53
9/12/2018,53.21
10/12/2018,59.91
11/12/2018,62.25
12/12/2018,69.92
13/12/2018,67.29
14/12/2018,71.65
15/12/2018,58.59
16/12/2018,62.39
17/12/2018,69.53
18/12/2018,59.88
19/12/2018,63.89
20/12/2018,59.53
21/12/2018,55.54
22/12/2018,55.8
23/12/2018,57.28
24/12/2018,58.24
25/12/2018,58.84
26/12/2018,57.97
27/12/2018,63.08
28/12/2018,60.37
29/12/2018,56.64
30/12/2018,56.69
31/12/2018,55.55
1/01/2019,52.96
2/01/2019,55.67
3/01/2019,62.42
4/01/2019,63.3
5/01/2019,57.35
6/01/2019,54.72
7/01/2019,57.38
8/01/2019,50.25
9/01/2019,53.69
10/01/2019,67.96
11/01/2019,52.71
12/01/2019,51
13/01/2019,46.48
14/01/2019,54.95
15/01/2019,51.21
16/01/2019,51.08
17/01/2019,56.24
18/01/2019,63.45
19/01/2019,58.71
20/01/2019,57.19
21/01/2019,69.46
22/01/2019,65.86
23/01/2019,74
24/01/2019,85.28
25/01/2019,65.81
26/01/2019,50.36
27/01/2019,43.37
28/01/2019,50.77
29/01/2019,60.13
30/01/2019,63.71
31/01/2019,60.86
1/02/2019,62.09
2/02/2019,50.16
3/02/2019,46.45
4/02/2019,44.45
5/02/2019,54.94
6/02/2019,51.18
7/02/2019,46.09
8/02/2019,49.04
9/02/2019,43.89
10/02/2019,46.31
11/02/2019,57.04
12/02/2019,49.4
13/02/2019,47.4
14/02/2019,49.28
15/02/2019,47.33
16/02/2019,44.02
17/02/2019,39.49
18/02/2019,46.43
19/02/2019,43.47
20/02/2019,45.06
21/02/2019,43.16
22/02/2019,47.3
23/02/2019,40.69
24/02/2019,40.28
25/02/2019,44.13
26/02/2019,44.61
27/02/2019,44.48
28/02/2019,43.83
1/03/2019,46.72
2/03/2019,42.88
3/03/2019,41.55
4/03/2019,43.54
5/03/2019,45.62
6/03/2019,45.04
7/03/2019,41.69
8/03/2019,43.12
9/03/2019,40.29
10/03/2019,43.15
11/03/2019,42.83
12/03/2019,42.77
13/03/2019,41.36
14/03/2019,40.51
15/03/2019,39.77
16/03/2019,36.21
17/03/2019,34.11
18/03/2019,41.51
19/03/2019,45.34
20/03/2019,41.99
21/03/2019,39.86
22/03/2019,40.55
23/03/2019,36.66
24/03/2019,34.3
25/03/2019,34.3
26/03/2019,38.3
27/03/2019,40.15
28/03/2019,41.99
29/03/2019,39.75
30/03/2019,36.69
31/03/2019,33.38
1/04/2019,38.13
2/04/2019,38.92
3/04/2019,42.23
4/04/2019,42.66
5/04/2019,42.08
6/04/2019,41.57
7/04/2019,38.27
8/04/2019,44.25
9/04/2019,41.97
10/04/2019,42.28
11/04/2019,44.74
12/04/2019,44.9
13/04/2019,42.12
14/04/2019,39.9
15/04/2019,44.01
16/04/2019,41.79
17/04/2019,41.83
18/04/2019,41.99
19/04/2019,41.32
20/04/2019,36.79
21/04/2019,33.14
22/04/2019,36.37
23/04/2019,42.51
24/04/2019,38.13
25/04/2019,40.95
26/04/2019,43.28
27/04/2019,33.89
28/04/2019,38.54
29/04/2019,43.31
30/04/2019,42.87
1/05/2019,39.01
2/05/2019,40.9
3/05/2019,40.85
4/05/2019,40.08
5/05/2019,38.75
6/05/2019,45.94
7/05/2019,51.37
9/05/2019,45.44
10/05/2019,45.3
11/05/2019,40.22
12/05/2019,39.06
13/05/2019,41.14
14/05/2019,40.98
15/05/2019,40.74
16/05/2019,39.73
17/05/2019,42.88
18/05/2019,37.18
19/05/2019,35.35
20/05/2019,46.22
21/05/2019,42.93
22/05/2019,40.09
23/05/2019,40.37
24/05/2019,40.14
25/05/2019,36.68
26/05/2019,26.1
27/05/2019,37.14
28/05/2019,41.87
29/05/2019,41.37
30/05/2019,32.3
31/05/2019,35.99
1/06/2019,32.68
2/06/2019,22.85
3/06/2019,36.78
4/06/2019,38.47
5/06/2019,37.85
6/06/2019,36.39
7/06/2019,34.77
8/06/2019,34.77
9/06/2019,33.06
10/06/2019,31.42
11/06/2019,45.09
12/06/2019,43.9
13/06/2019,37.85
14/06/2019,41.11
15/06/2019,34.16
16/06/2019,33.18
17/06/2019,41.62
18/06/2019,43.1
19/06/2019,41.21
20/06/2019,37.82
21/06/2019,38.42
22/06/2019,31.38
23/06/2019,30.29
24/06/2019,35.85
25/06/2019,42.6
26/06/2019,39.56
27/06/2019,35.78
28/06/2019,42.78
29/06/2019,33.27
30/06/2019,25.39
1/07/2019,32.85
2/07/2019,35.87
3/07/2019,34.85
4/07/2019,33.96
5/07/2019,35.26
6/07/2019,32.32
7/07/2019,29.69
8/07/2019,35.68
9/07/2019,37.4
10/07/2019,41.46
11/07/2019,45.84
12/07/2019,44.97
13/07/2019,37.25
14/07/2019,36.51
15/07/2019,41.69
16/07/2019,42.94
17/07/2019,45.86
18/07/2019,43.15
19/07/2019,43.69
20/07/2019,35.11
21/07/2019,32.77
22/07/2019,41.06
23/07/2019,46.03
24/07/2019,49.35
25/07/2019,50.06
26/07/2019,45.21
27/07/2019,36.14
28/07/2019,32.54
29/07/2019,43.54
30/07/2019,43.17
31/07/2019,41.02
1/08/2019,43.78
2/08/2019,42.64
3/08/2019,36.52
4/08/2019,35.25
5/08/2019,42.17
6/08/2019,41.99
7/08/2019,38.9
8/08/2019,34.22
9/08/2019,37.74
10/08/2019,27.25
11/08/2019,28.26
12/08/2019,39.5
13/08/2019,37.93
14/08/2019,37.63
15/08/2019,32.58
16/08/2019,35.5
17/08/2019,27.2
18/08/2019,31.63
19/08/2019,33.81
20/08/2019,39.39
21/08/2019,41.18
22/08/2019,36.05
23/08/2019,36.89
24/08/2019,32.24
25/08/2019,31.43
26/08/2019,45.13
27/08/2019,46.32
28/08/2019,50.42
29/08/2019,44.04
30/08/2019,40.15
31/08/2019,32.95
1/09/2019,30.11
2/09/2019,38.73
3/09/2019,35.43
4/09/2019,33.79
5/09/2019,31.29
6/09/2019,32.16
7/09/2019,35.83
8/09/2019,37.13
9/09/2019,45.36
10/09/2019,36.62
11/09/2019,33.45
12/09/2019,37.73
13/09/2019,39.03
14/09/2019,36.14
15/09/2019,31.75
16/09/2019,46.94
17/09/2019,35.07
18/09/2019,36.91
19/09/2019,43.65
20/09/2019,40.73
21/09/2019,32.14
22/09/2019,29.95
23/09/2019,41.86
24/09/2019,43.9
25/09/2019,41.5
26/09/2019,37.9
27/09/2019,36.65
28/09/2019,29.49
29/09/2019,28.97
30/09/2019,36.81
1/10/2019,42.11
2/10/2019,38.92
3/10/2019,40.77
4/10/2019,42.07
5/10/2019,37.18
6/10/2019,32.86
7/10/2019,44.38
9/10/2019,35.22
10/10/2019,32.65
11/10/2019,28.31
12/10/2019,32.02
13/10/2019,25.63
14/10/2019,39.17
15/10/2019,43.42
16/10/2019,38.73
17/10/2019,43.43
18/10/2019,33.24
19/10/2019,33.09
20/10/2019,34.83
21/10/2019,43.44
22/10/2019,46.26
23/10/2019,42.77
24/10/2019,38.41
25/10/2019,36.01
26/10/2019,29.31
27/10/2019,30.05
28/10/2019,42.28
29/10/2019,47.77
30/10/2019,45.97
31/10/2019,41.43
1/11/2019,32.56
2/11/2019,31.01
3/11/2019,31.73
4/11/2019,38.26
5/11/2019,42.7
6/11/2019,51.79
7/11/2019,42.64
8/11/2019,46.9
9/11/2019,41.69
10/11/2019,40.93
11/11/2019,41.53
12/11/2019,41.62
13/11/2019,47.42
14/11/2019,45.46
15/11/2019,40.08
16/11/2019,38.98
17/11/2019,37.45
18/11/2019,40.96
19/11/2019,47.64
20/11/2019,50.52
21/11/2019,47.49
22/11/2019,42.4
23/11/2019,42.29
24/11/2019,42.58
25/11/2019,50.99
26/11/2019,47.36
27/11/2019,42.08
28/11/2019,45.26
29/11/2019,46.64
30/11/2019,42.35
1/12/2019,42.25
2/12/2019,47.86
3/12/2019,51.55
4/12/2019,50.13
5/12/2019,41.81
6/12/2019,37.14
7/12/2019,36.5
8/12/2019,27.53
9/12/2019,31.8
10/12/2019,40.42
11/12/2019,43.26
12/12/2019,44.55
13/12/2019,36.9
14/12/2019,33.29
15/12/2019,32.85
16/12/2019,41.69
17/12/2019,36.5
18/12/2019,41.45
19/12/2019,33.54
20/12/2019,35.8
21/12/2019,32.28
22/12/2019,31.58
23/12/2019,32.71
24/12/2019,32.96
25/12/2019,29.21
26/12/2019,34.59
27/12/2019,37.21
28/12/2019,34.14
29/12/2019,32.39
30/12/2019,37.29
31/12/2019,38.08
1/01/2020,34.58
2/01/2020,38.78
3/01/2020,37.25
4/01/2020,33.76
5/01/2020,35.18
6/01/2020,38.04
7/01/2020,40.17
8/01/2020,40.07
9/01/2020,36.33
10/01/2020,39.56
11/01/2020,33.21
12/01/2020,30.94
13/01/2020,38.09
14/01/2020,28.84
15/01/2020,31.56
16/01/2020,37.45
17/01/2020,36.99
18/01/2020,32.9
19/01/2020,33.62
20/01/2020,44.53
21/01/2020,45.27
22/01/2020,48.54
23/01/2020,50.21
24/01/2020,49
25/01/2020,36.19
26/01/2020,33.21
27/01/2020,34.22
28/01/2020,31.75
29/01/2020,33.8
30/01/2020,36.36
31/01/2020,29.8
1/02/2020,29.1
2/02/2020,30.27
3/02/2020,27.39
4/02/2020,28.23
5/02/2020,35.74
6/02/2020,36.94
7/02/2020,34.91
8/02/2020,28.71
9/02/2020,25.24
10/02/2020,25.24
11/02/2020,25.44
12/02/2020,27.08
13/02/2020,37.06
14/02/2020,33.98
15/02/2020,25.74
16/02/2020,20.78
17/02/2020,25.08
18/02/2020,27
19/02/2020,30.92
20/02/2020,29.59
21/02/2020,28.23
22/02/2020,29.07
23/02/2020,29.68
24/02/2020,34.18
25/02/2020,28.05
26/02/2020,31.6
27/02/2020,37.95
28/02/2020,30.38
29/02/2020,23.61
1/03/2020,21.19
2/03/2020,33.13
3/03/2020,35.83
4/03/2020,39.59
5/03/2020,35.89
6/03/2020,30.48
7/03/2020,29.04
8/03/2020,20.51
9/03/2020,36.57
10/03/2020,26.29
11/03/2020,26.63
12/03/2020,24.51
13/03/2020,28.61
14/03/2020,29.1
15/03/2020,20.38
16/03/2020,30.91
17/03/2020,27.32
18/03/2020,26.19
19/03/2020,28.37
20/03/2020,24.18
21/03/2020,13.65
22/03/2020,6.55
23/03/2020,17.11
24/03/2020,21.2
25/03/2020,23.14
26/03/2020,22.23
27/03/2020,21.55
28/03/2020,14.55
29/03/2020,3.69
30/03/2020,23.15
31/03/2020,24.52
1/04/2020,23.31
2/04/2020,22.43
3/04/2020,22.51
4/04/2020,19.98
5/04/2020,7.23
6/04/2020,16.95
7/04/2020,23.18
8/04/2020,26
9/04/2020,23.46
10/04/2020,23.31
11/04/2020,20.63
12/04/2020,13.02
13/04/2020,-5.45
14/04/2020,23.41
16/04/2020,22.93
17/04/2020,23.68
18/04/2020,20.84
19/04/2020,12.24
20/04/2020,12.13
21/04/2020,10.63
22/04/2020,13.56
23/04/2020,25.66
24/04/2020,20.86
25/04/2020,19.01
26/04/2020,18.47
27/04/2020,23.37
28/04/2020,24.16
29/04/2020,22.37
30/04/2020,18.94
1/05/2020,14.14
2/05/2020,12.47
3/05/2020,14.6
4/05/2020,22.86
5/05/2020,20.34
6/05/2020,21.01
7/05/2020,19.97
8/05/2020,22.13
9/05/2020,20.94
10/05/2020,12.68
11/05/2020,13.58
12/05/2020,22.22
13/05/2020,21.7
14/05/2020,21.78
15/05/2020,20.8
16/05/2020,18.15
17/05/2020,13.04
18/05/2020,18.68
19/05/2020,22.39
20/05/2020,23.61
21/05/2020,19.29
22/05/2020,17.03
23/05/2020,5.15
24/05/2020,4.77
25/05/2020,19.17
26/05/2020,24.81
27/05/2020,22.05
28/05/2020,19.51
30/05/2020,12.49
31/05/2020,5.23
1/06/2020,10
2/06/2020,25.27
3/06/2020,28.06
4/06/2020,25.82
5/06/2020,23.14
6/06/2020,7.41
7/06/2020,17.92
8/06/2020,30.92
9/06/2020,35.99
10/06/2020,31.2
11/06/2020,24.06
12/06/2020,20.72
13/06/2020,19.91
14/06/2020,22.11
15/06/2020,31.05
16/06/2020,33.98
17/06/2020,36.94
18/06/2020,31.8
19/06/2020,29.85
20/06/2020,24.08
21/06/2020,19.48
22/06/2020,29.08
23/06/2020,32.55
24/06/2020,35.39
25/06/2020,33.49
26/06/2020,34.79
27/06/2020,26.83
28/06/2020,16.83
29/06/2020,24.8
30/06/2020,23.3
1/07/2020,32.2
2/07/2020,36.93
3/07/2020,33.91
4/07/2020,21.15
5/07/2020,2.39
6/07/2020,18.85
7/07/2020,30.32
8/07/2020,41.17
9/07/2020,40.74
10/07/2020,35.58
11/07/2020,28.05
12/07/2020,24.69
13/07/2020,33.83
14/07/2020,36.27
15/07/2020,38.94
16/07/2020,43.64
17/07/2020,37.47
18/07/2020,27.82
19/07/2020,27.5
20/07/2020,31.65
21/07/2020,28.28
22/07/2020,31.91
23/07/2020,30.19
24/07/2020,28.4
25/07/2020,24.27
26/07/2020,13.52
27/07/2020,29.77
28/07/2020,18.89
30/07/2020,30.76
31/07/2020,32.25
1/08/2020,24.61
2/08/2020,25.91
3/08/2020,36.69
4/08/2020,32.95
5/08/2020,27.43
6/08/2020,31.36
7/08/2020,34.43
8/08/2020,31.57
9/08/2020,28.11
10/08/2020,35.54
11/08/2020,33.22
12/08/2020,32.61
13/08/2020,35.49
14/08/2020,35.41
15/08/2020,31.86
16/08/2020,28.58
17/08/2020,40.33
18/08/2020,41.57
19/08/2020,37.66
20/08/2020,38.07
21/08/2020,30.68
22/08/2020,23.41
23/08/2020,20.9
24/08/2020,44.7
25/08/2020,37.67
26/08/2020,24.81
27/08/2020,47.21
28/08/2020,39.54
29/08/2020,35.27
30/08/2020,33.1
31/08/2020,54.04
1/09/2020,49.95
2/09/2020,49.82
3/09/2020,40.99
4/09/2020,38.32
5/09/2020,33.34
6/09/2020,34.76
7/09/2020,42.08
8/09/2020,41.47
9/09/2020,39.08
10/09/2020,47.24
11/09/2020,45.64
12/09/2020,33.57
13/09/2020,25.48
14/09/2020,52.49
15/09/2020,68.99
16/09/2020,49.96
17/09/2020,44.91
18/09/2020,40.37
19/09/2020,34.64
20/09/2020,36.26
21/09/2020,57.62
22/09/2020,48.03
23/09/2020,34.65
24/09/2020,34.9
27/09/2020,30.79
28/09/2020,47.26
29/09/2020,58.32
30/09/2020,49.41
1/10/2020,40.42
2/10/2020,34.91
3/10/2020,34.08
4/10/2020,26.58
5/10/2020,32.07
6/10/2020,34.76
7/10/2020,37.83
8/10/2020,38.99
9/10/2020,41.25
10/10/2020,36.32
11/10/2020,33.58
12/10/2020,43.8
13/10/2020,38.91
14/10/2020,36.99
15/10/2020,38.05
16/10/2020,44.46
17/10/2020,39.71
18/10/2020,42.06
19/10/2020,43.4
20/10/2020,37.85
21/10/2020,39.84
22/10/2020,36.69
24/10/2020,36.19
25/10/2020,25.69
26/10/2020,37.12
27/10/2020,37
28/10/2020,37.24
29/10/2020,35.6
30/10/2020,33.58
31/10/2020,33.29
2/11/2020,32.75
3/11/2020,34.17
4/11/2020,39.22
5/11/2020,39.36
6/11/2020,40.52
7/11/2020,37.79
8/11/2020,36.63
9/11/2020,44.88
10/11/2020,48.05
11/11/2020,44.28
12/11/2020,40.24
13/11/2020,41.16
14/11/2020,36.62
15/11/2020,27.61
18/11/2020,38.94
20/11/2020,42.76
21/11/2020,35.67
22/11/2020,39.62
23/11/2020,44.54
24/11/2020,40.58
25/11/2020,46.53
26/11/2020,57.72
27/11/2020,65.42
28/11/2020,46.31
29/11/2020,45.11
30/11/2020,51.34
1/12/2020,53.38
2/12/2020,73.7
3/12/2020,47.28
4/12/2020,42.14
5/12/2020,48.76
6/12/2020,46.09
7/12/2020,60.29
8/12/2020,70.24
9/12/2020,74.2
10/12/2020,66.62
11/12/2020,43.14
12/12/2020,45.27
13/12/2020,42.56
14/12/2020,40.43
15/12/2020,47.7
16/12/2020,44.47
17/12/2020,46.2
18/12/2020,42.92
19/12/2020,40.29
20/12/2020,40.42
21/12/2020,44.28
22/12/2020,39.31
23/12/2020,44.43
24/12/2020,38.31
25/12/2020,36.59
26/12/2020,38.03
27/12/2020,40.84
28/12/2020,46.24
29/12/2020,49.1
30/12/2020,50.71
31/12/2020,52
1/01/2021,48.4
2/01/2021,50.56
3/01/2021,49.77
4/01/2021,49.72
5/01/2021,50.39
6/01/2021,50.59
7/01/2021,63.84
8/01/2021,72.77
9/01/2021,57.99
10/01/2021,49.96
11/01/2021,45.58
12/01/2021,51.07
13/01/2021,57.62
14/01/2021,74.49
15/01/2021,72.78
16/01/2021,53.66
17/01/2021,51.1
18/01/2021,52.2
19/01/2021,46.06
20/01/2021,44.96
21/01/2021,44.3
22/01/2021,52.57
23/01/2021,51.89
24/01/2021,49.62
25/01/2021,58.1
26/01/2021,58.4
27/01/2021,54.05
28/01/2021,53.76
29/01/2021,49.45
30/01/2021,48.73
31/01/2021,48.26
1/02/2021,57.45
2/02/2021,51.28
3/02/2021,45.49
4/02/2021,52.29
5/02/2021,51.58
6/02/2021,44.26
7/02/2021,37.87
8/02/2021,44.32
9/02/2021,63.47
10/02/2021,71.84
11/02/2021,79.13
12/02/2021,57.34
13/02/2021,50.63
14/02/2021,44.57
15/02/2021,50.19
16/02/2021,50.82
17/02/2021,49.67
18/02/2021,46.42
19/02/2021,47.74
20/02/2021,34.81
21/02/2021,32.92
22/02/2021,49.11
23/02/2021,45.38
24/02/2021,38.29
25/02/2021,46.13
26/02/2021,47.47
27/02/2021,45.51
28/02/2021,42.53
1/03/2021,49.1
2/03/2021,52.92
3/03/2021,51.06
4/03/2021,53.82
5/03/2021,47.9
6/03/2021,45.2
7/03/2021,46.62
8/03/2021,61.52
9/03/2021,60.47
10/03/2021,49.12
11/03/2021,34.76
12/03/2021,48.75
13/03/2021,23.01
14/03/2021,35.7
15/03/2021,52.1
16/03/2021,55.93
17/03/2021,56.53
18/03/2021,64.22
19/03/2021,53.69
20/03/2021,51.2
21/03/2021,44.4
22/03/2021,60.05
23/03/2021,57.81
24/03/2021,54.17
25/03/2021,56.09
26/03/2021,49.73
27/03/2021,24.41
28/03/2021,24.66
29/03/2021,39.43
30/03/2021,53.9
31/03/2021,55.9
1/04/2021,51.04
2/04/2021,45.36
3/04/2021,38.88
4/04/2021,29.77
5/04/2021,10.19
6/04/2021,41.36
7/04/2021,51.58
8/04/2021,55.81
9/04/2021,55.55
10/04/2021,57.88
11/04/2021,48.97
12/04/2021,58.16
13/04/2021,54.15
14/04/2021,66.57
15/04/2021,61.18
16/04/2021,59.19
17/04/2021,60.06
18/04/2021,61.38
19/04/2021,70.72
20/04/2021,72.8
21/04/2021,56.2
22/04/2021,55.88
23/04/2021,61.63
24/04/2021,52.63
25/04/2021,37.49
26/04/2021,59.63
27/04/2021,56.74
28/04/2021,58.46
29/04/2021,58.27
30/04/2021,67.22
1/05/2021,57.2
2/05/2021,47.31
3/05/2021,63.14
4/05/2021,32.92
5/05/2021,43.77
6/05/2021,69.55
7/05/2021,70.2
8/05/2021,54.86
9/05/2021,7.24
10/05/2021,58.29
11/05/2021,72.17
12/05/2021,68.67
13/05/2021,62.74
14/05/2021,71.89
15/05/2021,61.98
16/05/2021,40.66
17/05/2021,73.49
18/05/2021,74.18
19/05/2021,76.01
20/05/2021,67.68
21/05/2021,30.49
22/05/2021,28.94
23/05/2021,32.51
24/05/2021,41.59
25/05/2021,59.77
26/05/2021,67.04
27/05/2021,71.77
28/05/2021,71.6
29/05/2021,57.07
30/05/2021,37.87
31/05/2021,67.59
1/06/2021,68.25
2/06/2021,67.33
3/06/2021,70.01
4/06/2021,71.8
5/06/2021,66.31
6/06/2021,62.66
7/06/2021,77.36
8/06/2021,76.9
9/06/2021,76.69
10/06/2021,78.77
11/06/2021,78.1
12/06/2021,60.13
13/06/2021,48.93
14/06/2021,75.35
15/06/2021,82.57
16/06/2021,87.62
17/06/2021,77.82
18/06/2021,80.46
19/06/2021,74.16
20/06/2021,60.31
21/06/2021,77.63
22/06/2021,84.44
23/06/2021,91.68
24/06/2021,92.99
25/06/2021,89.12
26/06/2021,80.42
27/06/2021,63.83
28/06/2021,88.67
29/06/2021,91.43
30/06/2021,92.04
1/07/2021,88.93
2/07/2021,96.02
3/07/2021,83.9
4/07/2021,83.21
5/07/2021,93.83
6/07/2021,77.66
7/07/2021,95.8
8/07/2021,96.04
9/07/2021,88.43
10/07/2021,81.17
11/07/2021,77.74
12/07/2021,93.46
13/07/2021,94.92
14/07/2021,84.93
15/07/2021,86.05
16/07/2021,84.67
17/07/2021,65.86
18/07/2021,47.9
19/07/2021,92.27
20/07/2021,91.64
21/07/2021,89.13
22/07/2021,87.53
23/07/2021,88.69
24/07/2021,79.47
25/07/2021,63.54
26/07/2021,91.16
27/07/2021,87.09
28/07/2021,79.73
29/07/2021,45.48
30/07/2021,95.49
31/07/2021,48.4
1/08/2021,81.77
2/08/2021,87.42
3/08/2021,96.35
4/08/2021,98.67
5/08/2021,94.42
6/08/2021,69.06
7/08/2021,60.74
8/08/2021,8.54
9/08/2021,68.59
10/08/2021,90.73
11/08/2021,100.72
12/08/2021,106.56
13/08/2021,94.9
14/08/2021,74.41
15/08/2021,62.16
16/08/2021,73.15
17/08/2021,90.4
18/08/2021,86.48
19/08/2021,105.39
20/08/2021,102.18
21/08/2021,91.46
22/08/2021,79.35
23/08/2021,93.88
24/08/2021,95.34
25/08/2021,97.63
26/08/2021,93.84
27/08/2021,96.17
28/08/2021,83.81
29/08/2021,80.65
30/08/2021,109.54
31/08/2021,110.89
1/09/2021,115.47
2/09/2021,124.07
3/09/2021,112.31
4/09/2021,107.19
5/09/2021,100.63
6/09/2021,129.3
7/09/2021,128.84
8/09/2021,125.45
9/09/2021,131.07
10/09/2021,138.56
11/09/2021,129.25
12/09/2021,125.85
13/09/2021,142.22
14/09/2021,145.23
15/09/2021,168.28
16/09/2021,160.44
17/09/2021,161.84
18/09/2021,140.37
19/09/2021,106.03
22/09/2021,158.19
23/09/2021,131.17
24/09/2021,157.08
25/09/2021,154.14
26/09/2021,125.72
27/09/2021,141.38
28/09/2021,153.44
29/09/2021,135.36
30/09/2021,133.8
1/10/2021,116.53
2/10/2021,109.33
3/10/2021,111.59
4/10/2021,145.32
5/10/2021,159.72
6/10/2021,184.11
7/10/2021,302.54
8/10/2021,203.95
9/10/2021,165.87
10/10/2021,147.02
11/10/2021,179.48
12/10/2021,183.69
13/10/2021,191.2
14/10/2021,189
15/10/2021,190.92
16/10/2021,197.99
17/10/2021,168.09
18/10/2021,191.64
19/10/2021,161.34
20/10/2021,93.03
21/10/2021,151.95
22/10/2021,150.99
23/10/2021,200.81
24/10/2021,128.88
25/10/2021,175.12
26/10/2021,188.94
27/10/2021,156.69
28/10/2021,172.27
29/10/2021,142.35
30/10/2021,143.18
31/10/2021,74.11
1/11/2021,97.54
2/11/2021,204.09
3/11/2021,179.89
4/11/2021,173.12
5/11/2021,169.29
6/11/2021,150.1
7/11/2021,102.44
8/11/2021,204.39
9/11/2021,166.65
10/11/2021,176.47
11/11/2021,182.38
12/11/2021,161.92
13/11/2021,153.88
14/11/2021,173.53
15/11/2021,227.82
16/11/2021,224.54
17/11/2021,197.46
18/11/2021,209.23
19/11/2021,199.85
20/11/2021,185.97
21/11/2021,146.76
22/11/2021,194.08
23/11/2021,219.93
24/11/2021,254.01
25/11/2021,196.35
26/11/2021,197.85
27/11/2021,207.17
28/11/2021,198.27
29/11/2021,256.27
30/11/2021,176.13
1/12/2021,190.58
2/12/2021,206.43
3/12/2021,195.3
4/12/2021,200.16
5/12/2021,180.83
6/12/2021,247.26
7/12/2021,183.01
8/12/2021,185.21
9/12/2021,275.42
10/12/2021,237.16
11/12/2021,224.74
12/12/2021,190.95
13/12/2021,241.87
14/12/2021,280.35
15/12/2021,275.73
16/12/2021,333.22
17/12/2021,337.27
18/12/2021,292.52
19/12/2021,289.66
20/12/2021,360.78
21/12/2021,429.84
22/12/2021,396.38
23/12/2021,333.06
24/12/2021,285.72
25/12/2021,195.45
26/12/2021,185.51
27/12/2021,170.96
28/12/2021,111.26
29/12/2021,155.6
30/12/2021,101.32
31/12/2021,78.63
1/01/2022,93.51
2/01/2022,58.81
3/01/2022,98.38
4/01/2022,162.67
5/01/2022,185.32
6/01/2022,222.1
7/01/2022,204.28
8/01/2022,184.68
9/01/2022,153.74
10/01/2022,259.11
11/01/2022,240.89
12/01/2022,229.04
13/01/2022,189.65
14/01/2022,186
15/01/2022,210
16/01/2022,199.89
17/01/2022,204.29
18/01/2022,223.31
19/01/2022,180.53
20/01/2022,160.52
21/01/2022,168.28
22/01/2022,176.82
23/01/2022,192.48
24/01/2022,242.93
25/01/2022,276.95
26/01/2022,222.96
27/01/2022,200.08
28/01/2022,212.15
29/01/2022,159.77
30/01/2022,168.39
31/01/2022,194.6
1/02/2022,191.7
2/02/2022,177.12
3/02/2022,183.75
4/02/2022,174.78
5/02/2022,130.43
6/02/2022,121.11
7/02/2022,155.26
8/02/2022,167.79
9/02/2022,175.82
10/02/2022,188.56
11/02/2022,181.68
12/02/2022,164.09
13/02/2022,137.04
14/02/2022,175.76
15/02/2022,202.1
16/02/2022,163.79
17/02/2022,112.38
18/02/2022,180.55
19/02/2022,95.72
20/02/2022,117.59
21/02/2022,152.38
22/02/2022,166.25
23/02/2022,163.79
24/02/2022,174.48
25/02/2022,213.35
26/02/2022,245.33
27/02/2022,183.95
28/02/2022,217.75
1/03/2022,252.33
2/03/2022,244.05
3/03/2022,330.9
4/03/2022,352.77
5/03/2022,332.11
6/03/2022,329.92
7/03/2022,392.56
8/03/2022,443.32
9/03/2022,432.22
